11:21:48,0,0
11:21:49,0,0
11:21:49,1,0
11:21:49,1,0
11:21:50,1,0
11:21:50,1,0
11:21:50,1,0
11:21:50,1,0
11:21:51,1,0
11:21:51,1,0
11:21:51,1,0
11:21:51,1,0
11:21:52,1,0
11:21:52,1,0
11:21:55,1,0
11:21:56,1,0
11:21:56,1,0
11:21:56,1,0
11:21:57,1,0
11:21:57,1,0
11:21:57,1,0
11:21:57,1,0
11:21:57,1,0
11:21:58,1,0
11:21:58,1,0
11:21:58,1,0
11:21:58,1,0
11:21:58,1,0
11:21:59,1,0
11:21:59,1,0
11:21:59,1,0
11:21:59,1,0
11:21:59,1,0
11:22:00,1,0
11:22:00,1,0
11:22:00,1,0
11:22:01,1,0
11:22:01,1,0
11:22:01,1,0
11:22:01,1,0
11:22:01,1,0
11:22:02,1,0
11:22:02,1,0
11:22:02,1,0
11:22:02,1,0
11:22:03,1,0
11:22:03,1,0
11:22:03,1,0
11:22:03,1,0
11:22:03,1,0
11:22:04,1,0
11:22:04,1,0
11:22:04,1,0
11:22:04,1,0
11:22:04,1,0
11:22:05,1,0
11:22:05,1,0
11:22:05,1,0
11:22:05,1,0
11:22:05,1,0
11:22:06,1,0
11:22:06,1,0
11:22:06,1,0
11:22:06,1,0
11:22:06,1,0
11:22:07,1,0
11:22:07,1,0
11:22:07,1,0
11:22:07,1,0
11:22:07,1,0
11:22:08,1,0
11:22:08,1,0
11:22:08,1,0
11:22:08,1,0
11:22:09,1,0
11:22:09,1,0
11:22:09,1,0
11:22:09,1,0
11:22:09,1,0
11:22:10,1,0
11:22:10,1,0
11:22:10,1,0
11:22:10,1,0
11:22:10,1,0
11:22:11,1,0
11:22:11,1,0
11:22:11,1,0
11:22:11,1,0
11:22:12,1,0
11:22:12,1,0
11:22:12,1,0
11:22:12,1,0
11:22:12,1,0
11:22:13,1,0
11:22:13,1,0
11:22:13,1,0
11:22:13,1,0
11:22:14,1,0
11:22:14,1,0
11:22:14,1,0
11:22:14,1,0
11:22:15,1,0
11:22:15,1,0
11:22:15,1,0
11:22:16,1,0
11:22:16,1,0
